雁荡山,中文名称,雁荡山
雁荡山,拼音,yandangshan
雁荡山,所属地区,中国东南温州市境和台州市南部
雁荡山,总面积,450平方公里
雁荡山,主要景点,500 多个
雁荡山,特点,芦苇茂密，结草为荡
神农架,中文名称,神农架
神农架,外文名称,Shennongjia
神农架,别名,华中屋脊
神农架,行政区类别,林区，副地级
神农架,所属地区,中国华中
神农架,下辖地区,松柏镇，木鱼镇，宋洛乡
神农架,政府驻地,松柏镇常青路18号
神农架,电话区号,719
神农架,邮政区码,442400
神农架,地理位置,湖北西部
神农架,面积,3253平方公里
神农架,人口,80321（2009年）
神农架,方言,西南官话-鄂北片、荆宜片
神农架,气候条件,亚热带季风气候
神农架,著名景点,神农顶，天燕原始生态旅游区，红坪，燕子垭
神农架,机场,神农架机场（规划）
神农架,火车站,神农架站（规划）
神农架,车牌代码,鄂
神农架,区长,周森锋
灵山大佛,中文名称,灵山大佛
灵山大佛,别名,小灵山
灵山大佛,所属地区,江苏无锡
灵山大佛,地理位置,江苏省无锡市滨湖区马山灵山路
灵山大佛,面积,30公顷
灵山大佛,高,88m
灵山大佛,佛体,79m
灵山大佛,莲花瓣,9m
灵山大佛,景区等级,5A级景区
青海湖,中文名称,青海湖
青海湖,外文名称,Qinghai Lake
青海湖,所属地区,中国青海
青海湖,地理位置,刚察县、共和县及海晏县交汇处
青海湖,面积,4583平方公里
青海湖,藏语 ,mtsho-sngon
青海湖,蒙古语,K&amp;amp;ouml;ke Naγur
青海湖,西班牙语,Lago Qinghai
黄鹤楼,中文名称,黄鹤楼
黄鹤楼,外文名称,Yellow Crane Tower
黄鹤楼,类别,古楼
黄鹤楼,地点,湖北武汉蛇山
黄鹤楼,竣工时间,始建于三国时期，1981年重建
黄鹤楼,开放时间,1985年6月重建开放
黄鹤楼,誉称,“天下江山第一楼”
华山,中文名称,华山
华山,外文名称,Mount Hua
华山,地理位置,陕西省渭南华阴市
华山,著名景点,长空栈道，苍龙岭，华山峪
华山,类别,国家级风景名胜区
长城,终点,嘉峪关
九寨沟,中文名称,九寨沟
九寨沟,外文名称,Jiuzhaigou
九寨沟,电话区号,837
九寨沟,面积,62k㎡
九寨沟,著名景点,日则沟、宝镜岩、盆景滩、芦苇海
九寨沟,车牌代码,川U
九寨沟,级别,国家AAAAA级旅游景区
九寨沟,特点,翠海、叠海、彩林、雪山、藏情
都江堰,中文名称,都江堰
都江堰,外文名称,Dujiang yan
都江堰,所属地区,四川省成都市都江堰市灌口镇
都江堰,建造人物,李冰父子
都江堰,建造时间,公元前256年
黄山,中文名称,黄山
黄山,所属地区,安徽省南部黄山市，中国华东
黄山,电话区号,559
黄山,邮政编码,242700
黄山,车牌代码,皖J
黄山,景区四绝,奇松，怪石，云海，温泉
黄山,中文名称,黄山
黄山,外文名称,Huangshan
黄山,别名,徽州
黄山,行政区类别,地级市
黄山,所属地区,中国华东，安徽省境内
黄山,下辖地区,3个市辖区、4个县和黄山风景区
黄山,政府驻地,屯溪区天都大道
黄山,邮政区码,245000
黄山,地理位置,安徽省南部，新安江上游
黄山,面积,9807平方千米
黄山,人口,135
黄山,方言,徽语，又称“徽州话”
黄山,气候条件,温暖湿润、典型的江南气候
黄山,著名景点,黄山，牯牛降，齐云山，徽州古城，屯溪老街，西递宏村古民居
黄山,机场,黄山屯溪机场
黄山,火车站,黄山站
黄山,行政区划代码,341000
黄山,荣誉,中国公众最向往的旅游城市
黄山,友好城市,丽江，张家界，开普敦、因特拉肯
黄山,经纬度,北纬30
黄山,市树市花市鸟,黄山松，黄山杜鹃，红嘴相思鸟
黄山,别名,coser黄山
黄山,国籍,中国
黄山,民族,汉
黄山,职业,RINGDOLL设计总监人型师，妆效师
黄山,信仰,COSPLAY
黄山,主要成就,《画夜》COSPLAY作品
黄山,代表作品,《画夜》
千岛湖,中文名称,千岛湖
千岛湖,别名,新安江水库
千岛湖,所属地区,中国华南
千岛湖,面积,567
千岛湖,岛屿,1078个
千岛湖,水位,108米
崂山,中文名称,崂山
崂山,外文名称,Mount Laoshan
武当山,中文名称,武当山
武当山,外文名称,Wudang Mountains
武当山,别名,太和山、谢罗山、参上山
武当山,所属地区,湖北省西北部
武当山,地理位置,湖北省西北部的十堰市丹江口境内
武当山,面积,312平方千米
武当山,著名景点,太和宫，玄岳门、隐仙岩
武当山,荣誉,全国文明风景名胜区
承德避暑山庄,中文名称,承德避暑山庄
承德避暑山庄,行政区类别,河北省承德市北部
承德避暑山庄,所属地区,承德市
承德避暑山庄,地理位置,河北省承德市北部
承德避暑山庄,著名景点,殊像寺，七十二景，正宫等
承德避暑山庄,建造时间,一七零三年
承德避暑山庄,级别,国家5A级旅游景区
井冈山,中文名称,井冈山
井冈山,外文名称,Jinggangshan
井冈山,地理位置,江西省西南部
井冈山,最高海拔,南风屏海拔2120米
井冈山,主要景点,茨坪、黄洋界、龙潭
黄果树瀑布,中文名称,黄果树瀑布
黄果树瀑布,瀑布类型,侵蚀裂典型瀑布
黄果树瀑布,著名景点,天然盆景区，天星洞，水上石林区
黄果树瀑布,当地特产,蜡染，刺绣，黄果
黄果树瀑布,所属地区,喀斯特地形地区
黄果树瀑布,实际高度,高77
喀纳斯湖,中文名称,喀纳斯湖
喀纳斯湖,所属地区,新疆阿勒泰布尔津县
喀纳斯湖,面积,45
喀纳斯湖,机场,喀纳斯机场
喀纳斯湖,平均水深,120米
喀纳斯湖,蓄水量,53
喀纳斯湖,荣誉,国家5A级旅游景区
庐山,中文名称,庐山国家公园
庐山,外文名称,Mount
庐山,地理位置,江西省九江市
庐山,荣誉,列入《世界遗产名录》
万里长城,终点,嘉峪关
瘦西湖,中文名称,瘦西湖
瘦西湖,所属地区,中国江苏省
瘦西湖,下辖地区,扬州市
瘦西湖,地理位置,江苏省扬州市西北郊
瘦西湖,面积,1
瘦西湖,著名景点,十里瘦西湖
故宫,中文名称,北京故宫博物院
故宫,外文名称,"The Imperial Palace或the Palace Museum, the Forbidden City"
故宫,类别,艺术类博物馆
故宫,地点,北京市东城区景山前街4号
故宫,竣工时间,1420年
故宫,开放时间,旺季8:30-16:10; 淡季8:30-15:40
故宫,馆藏精品,清明上河图，金瓯永固杯，平复帖
故宫,门票价格,旺季60元，淡季40元
故宫,景区等级,AAAAA
故宫,中文名称,南京明故宫遗址公园
故宫,外文名称,Nanjing Ming Palace Ruins Park
故宫,类别,遗址公园
故宫,地点,南京市玄武区中山东路311号
故宫,竣工时间,1395年
故宫,开放时间,全天
大唐芙蓉园,中文名称,大唐芙蓉园
大唐芙蓉园,外文名称,Da Tang Fu Rong Yuan
大唐芙蓉园,其它译名,杨贵妃
大唐芙蓉园,出品时间,2007年
大唐芙蓉园,制片地区,中国
大唐芙蓉园,导演,周晓文
大唐芙蓉园,编剧,江奇涛
大唐芙蓉园,主演,赵文瑄，范冰冰，臧金生，高亚麟
大唐芙蓉园,集数,30集
大唐芙蓉园,类别,历史、古装、宫廷
大唐芙蓉园,上映时间,2007年
大唐芙蓉园,国内播放,CCTV8
大唐芙蓉园,国外播放,日本东京电视台
龙虎山,中文名称,龙虎山
龙虎山,所属地区,中国 江西省
龙虎山,下辖地区,鹰潭市
龙虎山,电话区号,701
龙虎山,邮政区码,335402
龙虎山,地理位置,江西省鹰潭市的龙虎山风景名胜区
龙虎山,面积,220平方公里
龙虎山,人口,120万
龙虎山,著名景点,应天山、象山
岳阳楼,中文名称,岳阳楼
岳阳楼,别名,阅军楼、巴陵城楼
岳阳楼,所属地区,湖南岳阳
岳阳楼,地理位置,巴丘山下
圆明园遗址公园,中文名称,圆明园
圆明园遗址公园,外文名称,The Old Summer Palace
圆明园遗址公园,地点,北京市海淀区西北郊
圆明园遗址公园,竣工时间,1709年
国子监,中文名称,国子监
国子监,外文名称,Imperial Academy
国子监,别名,中央官学
国子监,行政区类别,北京、南京
国子监,所属地区,中国华北、中国华东
国子监,地理位置,北京国子监街、南京成贤街
国子监,著名景点,集贤门，琉璃坊牌坊
国子监,建造时间,公元1306年
五台山,中文名称,五台山
五台山,外文名称,WU TAI  SHAN
五台山,别名,清凉山
五台山,行政区类别,风景区
五台山,所属地区,山西繁峙县，五台县
五台山,电话区号,350
五台山,地理位置,山西省忻州市繁峙县，五台县
五台山,方言,砂河话
五台山,著名景点,岩山寺，大雄宝殿
五台山,机场,五台山机场（在建）
伪满皇宫博物院,中文名称,伪满皇宫博物院
伪满皇宫博物院,外文名称,the Puppet Manchurian Palace
伪满皇宫博物院,类别,历史警示性博物馆
伪满皇宫博物院,地点,长春
清源山,中文名称,清源山
清源山,外文名称,Qingyuan Mountain
清源山,别名,闽海蓬莱第一山
清源山,所属地区,中国 泉州
清源山,面积,山脉绵延20公里
清源山,著名景点,泓一大师舍利塔
西柏坡,中文名称,西柏坡
西柏坡,行政区类别,乡镇
西柏坡,所属地区,河北省石家庄市平山县
西柏坡,地理位置,河北省石家庄市平山县
西柏坡,面积,37845亩
西柏坡,人口,6400
西柏坡,著名景点,西柏坡纪念馆等
十渡,中文名称,十渡
十渡,所属区域,中国北京
十渡,面积,301平方千米
十渡,旅游级别,国家AAA景区
红螺寺,中文名称,红螺寺传奇
红螺寺,其它译名,红螺寺
红螺寺,出品时间,1999年
红螺寺,制片地区,中国大陆
红螺寺,导演,郑泉宝
红螺寺,主演,李丁，周绍栋，阮巡
红螺寺,集数,20集
红螺寺,类别,剧情
红螺寺,上映时间,1999年
北海公园,中文名称,北海公园
北海公园,外文名称,Beihai Park
北海公园,地址,北京市中心区
北海公园,著名景点,琼华岛，永安寺，北海白塔等
北海公园,景区等级,国家AAAA级
乌镇,中文名称,乌镇
乌镇,外文名称,Wu zhen ancient town
乌镇,别名,乌墩、青墩
乌镇,行政区类别,镇
乌镇,所属地区,中国华东，浙江省北部
乌镇,政府驻地,乌镇镇凤仙路18号
乌镇,电话区号,573
乌镇,邮政区码,314501
乌镇,地理位置,江南水乡，太湖南岸
乌镇,面积,71
乌镇,人口,5
乌镇,方言,吴语（太湖片）
乌镇,气候条件,亚热带季风气候
乌镇,著名景点,西栅，江浙分府，江南民俗馆，茅盾故居，古戏台，江南百床馆等
乌镇,车牌代码,浙F
乌镇,开放时间,1991年
乌镇,特产,蓝印花布，姑嫂饼，臭豆干、蚕茧
乌镇,经纬度,"东经120°54′,北纬30°64′"
乌镇,类别,古镇村落
鹿鼎记,导演,华山
神雕侠侣,导演,华山
任丘,著名景点,白洋淀
清明上河园,中文名称,清明上河园
清明上河园,面积,510亩
清明上河园,地理位置,河南省开封城西北隅
清明上河园,所属地区,中国河南
清明上河园,主要景点,拂云阁、宣德、宣和殿
丽江古城,中文名称,丽江古城
丽江古城,外文名称,The Old Town of Lijiang
丽江古城,别名,大研古城
丽江古城,电话区号,888
丽江古城,邮政区码,674100
丽江古城,地理位置,云南省
丽江古城,著名景点,古城大水车，万古楼
丽江古城,机场,丽江机场
丽江古城,火车站,丽江火车站
北海,中文名称,北海公园
东方明珠广播电视塔,中文名称,东方明珠广播电视塔
东方明珠广播电视塔,外文名称,The Oriental Pearl TV Tower Of Shanghai
东方明珠广播电视塔,所属地区,中国上海
东方明珠广播电视塔,下辖地区,上海黄浦江畔、陆家嘴金融贸易区
东方明珠广播电视塔,面积,1500平方米
东方明珠广播电视塔,著名景点,旋转餐厅、电视塔入口、东方明珠游船码头东方明珠科幻城
东方明珠广播电视塔,名人,设计师江欢成
欢乐谷,中文名称,北京欢乐谷
嘉峪关,中文名称,嘉峪关
嘉峪关,所属地区,甘肃嘉峪关市向西5公里
嘉峪关,建造时间,明洪武五年（公元1372年）
嘉峪关,别名,天下第一雄关
嘉峪关,中文名称,嘉峪关市
嘉峪关,外文名称,Jiayuguan City
嘉峪关,行政区类别,地级市
嘉峪关,所属地区,中国西北
嘉峪关,下辖地区,峪泉镇、文殊镇、新城镇
嘉峪关,电话区号,937
嘉峪关,邮政区码,735100
嘉峪关,地理位置,甘肃西北，河西走廊中部
嘉峪关,面积,2935平方千米
嘉峪关,人口,23万（2010年）
嘉峪关,方言,酒泉话、东北方言
嘉峪关,气候条件,温带大陆性荒漠气候
嘉峪关,著名景点,嘉峪关、七一冰川、西部明珠气象塔等
嘉峪关,机场,嘉峪关机场
嘉峪关,火车站,嘉峪关站
嘉峪关,车牌代码,甘B
嘉峪关,行政区划代码,620200
皇城相府,中文名称,皇城相府
皇城相府,别名,午亭山村
皇城相府,行政区类别,山西省东南部
皇城相府,所属地区,中国西北
皇城相府,地理位置,晋城市北留镇境内
皇城相府,面积,3
皇城相府,气候条件,半干旱大陆性季风气候
皇城相府,著名景点,斗筑居，中道庄
皇城相府,级别,国家AAAAA级景区
皇城相府,开放时间,2011年2月22日
苏州园林,中文名称,苏州园林
苏州园林,外文名称,Suzhou Gardens
苏州园林,园林性质,以私家园林为主
苏州园林,园林名录,沧浪亭、狮子林、拙政园、留园等
苏州园林,景区等级,国家5A级旅游景区
苏州园林,荣誉,世界文化遗产，中国十大名胜之一
苏州园林,起始时间,春秋时期吴国（公元前514年）
上海科技馆,中文名称,上海科技馆
上海科技馆,类别,科普教育和休闲旅游
上海科技馆,地点,上海市浦东新区世纪大道2000号
上海科技馆,开放时间,9:00～17:00
上海科技馆,售票时间,9:00～15:30
上海科技馆,藏品,约25万件
上海科技馆,建筑面积,9
上海科技馆,休馆时间,周一（国定假日除外）
武夷山,中文名称,武夷山
武夷山,外文名称,Mount Wuyi
武夷山,所属地区,福建西北部、江西东部
武夷山,总面积,999
武夷山,主峰,黄岗山海拔2158米，是东南最高峰
武夷山,类别,世界自然与文化遗产
刘公岛,中文名称,刘公岛
刘公岛,地理位置,威海
刘公岛,面积,3
刘公岛,海岸线,14
云台山,中文名称,施秉云台山
云台山,地理位置,贵州省施秉县城关镇、白垛乡
云台山,主峰,团仑岩
云台山,海拔,1066米
云台山,景区等级,3A级
蓬莱阁,中文名称,蓬莱阁
蓬莱阁,别名,人间仙境
蓬莱阁,所属地区,中国山东烟台蓬莱市
蓬莱阁,地理位置,蓬莱市区西北的丹崖山上
蓬莱阁,面积,32800平方米
蓬莱阁,建造时间,1061年
蓬莱阁,保护级别,全国重点文物保护单位
三清山,中文名称,三清山国家公园
三清山,外文名称,Mount Sanqingshan National Park
三清山,地理位置,江西省玉山县与德兴市交界处
三清山,荣誉,2008年列入《世界自然遗产》名录
三清山,等级,国家AAAAA级
三清山,海拔高度,1819
三清山,主要景点,司春女神、巨蟒出山、观音听琵琶
普陀山,中文名称,普陀山
普陀山,所属地区,浙江省
普陀山,地理位置,舟山群岛
普陀山,面积,13平方公里
普陀山,景区等级,国家5A级旅游风景区
雁栖湖,中文名称,雁栖湖
雁栖湖,地址,北京郊区怀柔城北的燕山脚下
雁栖湖,级别,国家AAAA级风景区
雁栖湖,气候条件,年平均气温11
雁栖湖,植被覆盖率,植被覆盖率90%
八大处公园,中文名称,八大处公园
八大处公园,主要景点,灵光寺、长安寺等八座古刹
八大处公园,建造时间,隋末唐初
八大处公园,所属地区,北京市西郊西山风景区南麓
八大处公园,旅游级别,国家AAAA级旅游区
司马台长城,中文名称,司马台长城
司马台长城,地理位置,古北口镇司马台村北
司马台长城,特点,险、密、奇、巧、全
司马台长城,全长,5
北京动物园,中文名称,北京动物园
北京动物园,外文名称,Beijing Zoo
北京动物园,类别,动物园
北京动物园,地点,北京市西城区西直门外大街137号
北京动物园,竣工时间,1906年
北京动物园,馆藏精品,大量难得一见的国内外珍稀动物
北京动物园,占地面积,86公顷
北京动物园,动物种类,450余种，海洋馆500余种
北京动物园,体制,事业
北京动物园,规模,中国第一大动物园
北京植物园,中文名称,北京植物园
北京植物园,外文名称,Beijing Botanical Garden
北京植物园,类别,自然展览馆
北京植物园,地点,北京市海淀区
北京植物园,竣工时间,1956年
北京植物园,开放时间,夏：6:00 -- 20:00 冬：7:30 -- 17:00
北京植物园,面积,400公顷
北京植物园,展示植物,10000余种（含品种）150余万株
北京植物园,植物展览区,观赏植物区、树木园和温室区
北京植物园,名胜古迹,卧佛寺、樱桃沟、曹雪芹纪念馆等
北京植物园,级别,AAAA 级旅游景区
涞水县,著名景点,野三坡
明城墙遗址公园,中文名称,明城墙遗址公园
明城墙遗址公园,全长,40公里
明城墙遗址公园,建造时间,明永乐17年
明城墙遗址公园,占地面积,3
明城墙遗址公园,名誉,全国重点文物保护单位
鼓浪屿,中文名称,鼓浪屿
鼓浪屿,外文名称,Kulangsu
鼓浪屿,景区等级,AAAAA
鼓浪屿,门票价格,免费
鼓浪屿,开放时间,全天开放
鼓浪屿,地址,福建省厦门岛西南隅
鼓浪屿,主要景点,日光岩、菽庄花园、皓月园等
浮丘山,别名,南山
四大名楼,名楼一,黄鹤楼
四大名楼,名楼二,岳阳楼
四大名楼,名楼四,蓬莱阁
横店影视城,中文名称,横店影视城
横店影视城,所属地区,中国 浙江
横店影视城,下辖地区,浙江东阳市
横店影视城,地理位置,浙江中部东阳市境内
横店影视城,建造时间,1996年
横店影视城,经营理念,影视为表、旅游为里，文化为魂
九华山肉身菩萨,地点,九华山
镜泊湖,中文名称,镜泊湖
镜泊湖,外文名称,Jingpohu
镜泊湖,所属地区,黑龙江省牡丹江市
镜泊湖,地理位置,牡丹江市东南部
镜泊湖,面积,90平方公里
镜泊湖,著名景点,吊水楼瀑布，火山口地下森林，渤海国遗址，珍珠门等
镜泊湖,交通,牡丹江海浪机场
镜泊湖,特产,响水大米（国宴用米）、湖鲫
居庸关长城,中文名称,居庸关长城
居庸关长城,地理位置,昌平县城以北20千米的峡谷中
居庸关长城,距北京市,60千米
居庸关长城,荣誉,国家AAAA级景区
云居寺,中文名称,云居寺
云居寺,所属地区,北京
云居寺,地理位置,北京西南房山区境内
云居寺,面积,70000多平方米
云居寺,建造时间,隋末唐初（公元605—618年）
奉化,中文名称,奉化
奉化,外文名称,FengHua
奉化,行政区类别,市辖县(县级市)
奉化,所属地区,中国东南
奉化,下辖地区,锦屏街道、江口街道、萧王庙街道
奉化,政府驻地,锦屏街道
奉化,电话区号,574
奉化,邮政区码,315500
奉化,地理位置,浙东
奉化,面积,陆地1268平方公里海域96平方公里
奉化,人口,常住人口48
奉化,方言,吴语宁波话
奉化,气候条件,北亚热带季风气候区
奉化,著名景点,蒋氏故居景区、杜鹃谷、千丈岩等
奉化,火车站,奉化火车站
奉化,车牌代码,浙B
奉化,奉化名人,王羲之、蒋介石、蔡启元等
故宫博物院,中文名称,北京故宫博物院
故宫博物院,外文名称,the Palace Museum
故宫博物院,类别,综合性博物馆
故宫博物院,地点,中国北京
故宫博物院,竣工时间,1925年10月10日
故宫博物院,中文名称,台北故宫博物院
故宫博物院,外文名称,Taipei's National Palace Museum
故宫博物院,地点,台湾台北士林区外双溪
故宫博物院,竣工时间,1962年
故宫博物院,馆藏精品,散氏盘、快雪时晴帖等
故宫博物院,藏品数量,60万件
沙坡头,中文名称,沙坡头
沙坡头,所属地区,中国西北宁夏回族自治区
沙坡头,下辖地区,镇罗街道、东园街道、柔远街道
沙坡头,电话区号,953
沙坡头,邮政区码,751700
沙坡头,地理位置,"37°32′N ,105°02′E"
沙坡头,面积,5922
沙坡头,人口,36万（2009年）
老虎滩,别名,老虎滩海洋公园
伯远帖,收藏,北京故宫博物院
龙宫风景区,中文名称,龙宫
龙宫风景区,面积,60平方公里
龙宫风景区,著名景点,中心、漩塘、油菜湖、仙人箐
龙宫风景区,大自然奇迹,全国最长、最美丽的水溶洞
龙宫风景区,景区等级,国家AAAAA级旅游景区
龙宫风景区,著名景点,水、旱溶洞90余个
青天河,中文名称,青天河
青天河,所属地区,中国 河南省
青天河,下辖地区,焦作市
青天河,地理位置,河南省焦作市西北部博爱县境内
青天河,面积,106平方公里
青天河,著名景点,大坝、大泉湖、三姑泉、西峡、佛耳峡、靳家岭、月山寺等
鸡冠洞,中文名称,鸡冠洞
鸡冠洞,拼音,jian guan dong
鸡冠洞,所属地区,河南洛阳栾川县城西3公里
鸡冠洞,海拔,1021米
鸡冠洞,深度,5600米
鸡冠洞,特点,山势雄伟，孤峰卓立
神堂峪自然风景区,中文名称,神堂峪自然风景区
神堂峪自然风景区,地点,怀柔县境内
神堂峪自然风景区,面积,16万平方公里
神堂峪自然风景区,类别,名胜古迹
神堂峪自然风景区,主要景点,长城度假村，古长城真迹，石瀑
天堂寨,中文名称,天堂寨
天堂寨,景区位置,皖鄂两省大别山主峰交界处
天堂寨,景区面积,120平方公里
天堂寨,类别,自然景观
天堂寨,主要景点,瀑布群，哲人峰，大鲵，古寨遗风
明代建筑,民间建筑代表,苏州园林
泰山风景区,中文名称,泰山
桂林漓江风景区,中文名称,桂林漓江风景区
桂林漓江风景区,行政区类别,风景区
桂林漓江风景区,著名景点,独秀峰，七星岩
桂林漓江风景区,机场,桂林机场
宋城,著名景点,千岛湖
蟒山国家森林公园,中文名称,蟒山国家森林公园
蟒山国家森林公园,所属地区,北京市昌平县东北部
蟒山国家森林公园,类别,森林公园
蟒山国家森林公园,森林覆盖率,86
溱湖,中文名称,溱湖
溱湖,拼音,qin hu
溱湖,总面积,26平方公里
溱湖,别名,喜鹊湖
溱湖,票价,80元/位
溱湖,地理位置,江苏中部
阿坝藏族羌族自治州,著名景点,九寨沟
木府,所在地区,丽江古城
仙栖洞,中文名称,仙栖洞
仙栖洞,所属地区,北京市房山区张坊镇东关上村
